antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'BMIGroup_Underweight', 'SleepQuality'})","frozenset({'Smoking', 'DietQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
frozenset({'BMIGroup_Underweight'}),"frozenset({'Smoking', 'SleepQuality', 'DietQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'Diagnosis'})",frozenset({'DietQuality'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'DietQuality', 'Diagnosis'})",frozenset({'Smoking'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'DietQuality', 'Diagnosis'})",frozenset({'FamilyHistoryAlzheimers'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'DietQuality'})",frozenset({'Diagnosis'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'Diagnosis'})","frozenset({'Smoking', 'DietQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'Diagnosis'})","frozenset({'FamilyHistoryAlzheimers', 'DietQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'Diagnosis'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'BMIGroup_Underweight'})","frozenset({'DietQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'DietQuality'})","frozenset({'Smoking', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'DietQuality'})","frozenset({'FamilyHistoryAlzheimers', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'DietQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight'})","frozenset({'Smoking', 'DietQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight'})","frozenset({'FamilyHistoryAlzheimers', 'DietQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
frozenset({'BMIGroup_Underweight'}),"frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'DietQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'Diagnosis'})",frozenset({'SleepQuality'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'SleepQuality', 'Diagnosis'})",frozenset({'Smoking'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'SleepQuality', 'Diagnosis'})",frozenset({'FamilyHistoryAlzheimers'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'SleepQuality'})",frozenset({'Diagnosis'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'Diagnosis'})","frozenset({'Smoking', 'SleepQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'Diagnosis'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality', 'Diagnosis'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'BMIGroup_Underweight'})","frozenset({'SleepQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'SleepQuality'})","frozenset({'Smoking', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'SleepQuality'})","frozenset({'FamilyHistoryAlzheimers', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'SleepQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight'})","frozenset({'Smoking', 'SleepQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
frozenset({'BMIGroup_Underweight'}),"frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'SleepQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity', 'DietQuality', 'AlcoholConsumption'})",frozenset({'SleepQuality'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'PhysicalActivity', 'AlcoholConsumption'})",frozenset({'DietQuality'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'DietQuality', 'AlcoholConsumption'})",frozenset({'PhysicalActivity'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'PhysicalActivity', 'DietQuality'})",frozenset({'AlcoholConsumption'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'SleepQuality', 'PhysicalActivity', 'AlcoholConsumption'})",frozenset({'FamilyHistoryAlzheimers'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity', 'AlcoholConsumption'})","frozenset({'DietQuality', 'SleepQuality'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'DietQuality', 'AlcoholConsumption'})","frozenset({'SleepQuality', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'AlcoholConsumption'})","frozenset({'DietQuality', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity', 'DietQuality'})","frozenset({'SleepQuality', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'PhysicalActivity'})","frozenset({'DietQuality', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'DietQuality'})","frozenset({'PhysicalActivity', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'PhysicalActivity', 'AlcoholConsumption'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'SleepQuality', 'PhysicalActivity', 'AlcoholConsumption'})","frozenset({'FamilyHistoryAlzheimers', 'DietQuality'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'SleepQuality', 'AlcoholConsumption'})","frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'SleepQuality', 'PhysicalActivity'})","frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption'})","frozenset({'DietQuality', 'SleepQuality', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity'})","frozenset({'DietQuality', 'SleepQuality', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'DietQuality'})","frozenset({'SleepQuality', 'PhysicalActivity', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality'})","frozenset({'DietQuality', 'PhysicalActivity', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'PhysicalActivity', 'AlcoholConsumption'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'DietQuality'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'AlcoholConsumption'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'SleepQuality', 'AlcoholConsumption'})","frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity', 'DietQuality'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'PhysicalActivity'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'SleepQuality', 'PhysicalActivity'})","frozenset({'FamilyHistoryAlzheimers', 'DietQuality', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'SleepQuality'})","frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'FamilyHistoryAlzheimers'}),"frozenset({'DietQuality', 'SleepQuality', 'PhysicalActivity', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'AlcoholConsumption'}),"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'PhysicalActivity', 'DietQuality'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'PhysicalActivity'}),"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'DietQuality', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'DietQuality'}),"frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'PhysicalActivity', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'SleepQuality'}),"frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity', 'DietQuality', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'AlcoholConsumption', 'PhysicalActivity', 'Diagnosis'})",frozenset({'SleepQuality'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'SleepQuality', 'AlcoholConsumption', 'PhysicalActivity', 'Diagnosis'})",frozenset({'DietQuality'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'SleepQuality', 'AlcoholConsumption', 'Diagnosis'})",frozenset({'PhysicalActivity'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'SleepQuality', 'PhysicalActivity', 'Diagnosis'})",frozenset({'AlcoholConsumption'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'SleepQuality', 'PhysicalActivity', 'AlcoholConsumption'})",frozenset({'Diagnosis'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'AlcoholConsumption', 'PhysicalActivity', 'Diagnosis'})","frozenset({'DietQuality', 'SleepQuality'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'AlcoholConsumption', 'Diagnosis'})","frozenset({'SleepQuality', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'SleepQuality', 'AlcoholConsumption', 'Diagnosis'})","frozenset({'DietQuality', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'PhysicalActivity', 'Diagnosis'})","frozenset({'SleepQuality', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'SleepQuality', 'PhysicalActivity', 'Diagnosis'})","frozenset({'DietQuality', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'SleepQuality', 'Diagnosis'})","frozenset({'PhysicalActivity', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'PhysicalActivity', 'AlcoholConsumption'})","frozenset({'SleepQuality', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'SleepQuality', 'PhysicalActivity', 'AlcoholConsumption'})","frozenset({'DietQuality', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'SleepQuality', 'AlcoholConsumption'})","frozenset({'PhysicalActivity', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'SleepQuality', 'PhysicalActivity'})","frozenset({'AlcoholConsumption', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'AlcoholConsumption', 'Diagnosis'})","frozenset({'DietQuality', 'SleepQuality', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'PhysicalActivity', 'Diagnosis'})","frozenset({'DietQuality', 'SleepQuality', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'Diagnosis'})","frozenset({'SleepQuality', 'PhysicalActivity', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'SleepQuality', 'Diagnosis'})","frozenset({'DietQuality', 'PhysicalActivity', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'PhysicalActivity', 'AlcoholConsumption'})","frozenset({'DietQuality', 'SleepQuality', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'AlcoholConsumption'})","frozenset({'SleepQuality', 'PhysicalActivity', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'SleepQuality', 'AlcoholConsumption'})","frozenset({'DietQuality', 'PhysicalActivity', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'PhysicalActivity'})","frozenset({'SleepQuality', 'AlcoholConsumption', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'SleepQuality', 'PhysicalActivity'})","frozenset({'DietQuality', 'AlcoholConsumption', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'SleepQuality'})","frozenset({'AlcoholConsumption', 'PhysicalActivity', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'Diagnosis'}),"frozenset({'DietQuality', 'SleepQuality', 'PhysicalActivity', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'AlcoholConsumption'}),"frozenset({'DietQuality', 'SleepQuality', 'PhysicalActivity', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'PhysicalActivity'}),"frozenset({'DietQuality', 'SleepQuality', 'AlcoholConsumption', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'DietQuality'}),"frozenset({'SleepQuality', 'AlcoholConsumption', 'PhysicalActivity', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'SleepQuality'}),"frozenset({'DietQuality', 'AlcoholConsumption', 'PhysicalActivity', 'Diagnosis'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'PhysicalActivity', 'AlcoholConsumption'})",frozenset({'SleepQuality'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality', 'PhysicalActivity', 'AlcoholConsumption'})",frozenset({'DietQuality'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'SleepQuality', 'AlcoholConsumption'})",frozenset({'PhysicalActivity'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'SleepQuality', 'PhysicalActivity'})",frozenset({'AlcoholConsumption'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'PhysicalActivity', 'AlcoholConsumption'})","frozenset({'DietQuality', 'SleepQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'AlcoholConsumption'})","frozenset({'SleepQuality', 'PhysicalActivity'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality', 'AlcoholConsumption'})","frozenset({'DietQuality', 'PhysicalActivity'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'PhysicalActivity'})","frozenset({'SleepQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality', 'PhysicalActivity'})","frozenset({'DietQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'SleepQuality'})","frozenset({'PhysicalActivity', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'AlcoholConsumption'})","frozenset({'DietQuality', 'SleepQuality', 'PhysicalActivity'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'PhysicalActivity'})","frozenset({'DietQuality', 'SleepQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight'})","frozenset({'SleepQuality', 'PhysicalActivity', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality'})","frozenset({'DietQuality', 'PhysicalActivity', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
frozenset({'BMIGroup_Underweight'}),"frozenset({'DietQuality', 'SleepQuality', 'PhysicalActivity', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'PhysicalActivity', 'Diagnosis'})",frozenset({'DietQuality'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'DietQuality', 'Diagnosis'})",frozenset({'PhysicalActivity'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity', 'DietQuality', 'Diagnosis'})",frozenset({'AlcoholConsumption'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'DietQuality', 'AlcoholConsumption', 'PhysicalActivity', 'Diagnosis'})",frozenset({'FamilyHistoryAlzheimers'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity', 'DietQuality', 'AlcoholConsumption'})",frozenset({'Diagnosis'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Diagnosis'})","frozenset({'DietQuality', 'PhysicalActivity'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
"frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity', 'Diagnosis'})","frozenset({'DietQuality', 'AlcoholConsumption'})",1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
